FEATURE,VOCAB_SIZE,MAX_LEVEL,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,USE_PHOW,CLASSIFIER,k/LAMBDA,accuracy
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.010000, 0.531333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.001000, 0.556667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000100, 0.544667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.500667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000110, 0.582000 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.478667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000020, 0.520667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000030, 0.505333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000040, 0.392000 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.000050, 0.479333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 1, 0.509333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 2, 0.458667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 3, 0.480000 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 4, 0.494667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 5, 0.520667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 6, 0.516667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 7, 0.512667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 8, 0.514667 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 9, 0.519333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 10, 0.519333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 11, 0.512000 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 12, 0.524000 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 13, 0.519333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 14, 0.521333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, nearest neighbor, 15, 0.512000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 10.000000, 0.584000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 1.000000, 0.594667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.100000, 0.584667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.010000, 0.582667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.001000, 0.553333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000100, 0.566667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.598667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000110, 0.581333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.588667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000020, 0.573333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000030, 0.563333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000040, 0.580667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, support vector machine, 0.000050, 0.594000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 1, 0.528667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 2, 0.494000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 3, 0.506667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 4, 0.519333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 5, 0.530667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 6, 0.522000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 7, 0.526000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 8, 0.524667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 9, 0.526667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 10, 0.536000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 11, 0.540667 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 12, 0.538000 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 13, 0.529333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 14, 0.523333 
spatial pyramid, 200, 1, 5, 200, RGB, 0, nearest neighbor, 15, 0.525333 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 10.000000, 0.620667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 1.000000, 0.629333 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.100000, 0.630667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.010000, 0.622667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.001000, 0.624000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000100, 0.617333 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.625333 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000110, 0.614000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.617333 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000020, 0.620667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000030, 0.624667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000040, 0.618000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, support vector machine, 0.000050, 0.622667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 1, 0.526000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 2, 0.488000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 3, 0.508000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 4, 0.526667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 5, 0.536667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 6, 0.544000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 7, 0.536667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 8, 0.532667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 9, 0.538000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 10, 0.538000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 11, 0.540000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 12, 0.546667 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 13, 0.545333 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 14, 0.540000 
spatial pyramid, 400, 1, 5, 200, RGB, 0, nearest neighbor, 15, 0.540667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 10.000000, 0.668000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 1.000000, 0.672667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.100000, 0.674667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.010000, 0.668000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.001000, 0.674667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000100, 0.674000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.674667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000110, 0.673333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000010, 0.668667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000020, 0.674667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000030, 0.674000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000040, 0.668667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, support vector machine, 0.000050, 0.676000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 1, 0.509333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 2, 0.487333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 3, 0.512000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 4, 0.530000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 5, 0.524000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 6, 0.535333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 7, 0.530667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 8, 0.533333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 9, 0.539333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 10, 0.536000 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 11, 0.534667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 12, 0.533333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 13, 0.531333 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 14, 0.532667 
spatial pyramid, 1000, 1, 5, 200, RGB, 0, nearest neighbor, 15, 0.540667 


spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 10.000000, 0.567333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 1.000000, 0.565333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.100000, 0.577333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.010000, 0.568000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.001000, 0.570667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000100, 0.556667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.561333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000110, 0.576000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.576000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000020, 0.554000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000030, 0.552000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000040, 0.536000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000050, 0.523333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 1, 0.486000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 2, 0.475333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 3, 0.496000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 4, 0.514000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 5, 0.516000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 6, 0.528667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 7, 0.523333 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 8, 0.526000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 9, 0.528667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 10, 0.534000 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 11, 0.530667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 12, 0.528667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 13, 0.536667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 14, 0.534667 
spatial pyramid, 100, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 15, 0.528667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 10.000000, 0.618000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 1.000000, 0.620667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.100000, 0.617333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.010000, 0.623333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.001000, 0.616000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000100, 0.621333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.622000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000110, 0.621333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.612667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000020, 0.626000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000030, 0.627333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000040, 0.620000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000050, 0.623333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 1, 0.500000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 2, 0.488667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 3, 0.502667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 4, 0.516667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 5, 0.535333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 6, 0.524667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 7, 0.530000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 8, 0.532667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 9, 0.539333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 10, 0.533333 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 11, 0.524000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 12, 0.524667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 13, 0.530667 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 14, 0.528000 
spatial pyramid, 200, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 15, 0.538000 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 10.000000, 0.650667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 1.000000, 0.652000 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.100000, 0.644667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.010000, 0.648000 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.001000, 0.652667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000100, 0.651333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.650000 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000110, 0.657333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.648667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000020, 0.647333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000030, 0.647333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000040, 0.647333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000050, 0.650667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 1, 0.485333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 2, 0.496667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 3, 0.500000 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 4, 0.513333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 5, 0.526667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 6, 0.519333 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 7, 0.526667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 8, 0.524000 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 9, 0.528667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 10, 0.522667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 11, 0.516667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 12, 0.512667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 13, 0.522667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 14, 0.524667 
spatial pyramid, 400, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 15, 0.524000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 10.000000, 0.679333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 1.000000, 0.685333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.100000, 0.681333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.010000, 0.678667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.001000, 0.677333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000100, 0.683333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.676667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000110, 0.678667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000010, 0.681333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000020, 0.678667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000030, 0.682000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000040, 0.676667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, support vector machine, 0.000050, 0.688667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 1, 0.476667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 2, 0.489333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 3, 0.492000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 4, 0.500667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 5, 0.502667 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 6, 0.504000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 7, 0.505333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 8, 0.516000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 9, 0.509333 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 10, 0.510000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 11, 0.520000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 12, 0.514000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 13, 0.514000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 14, 0.514000 
spatial pyramid, 1000, 2, 5, 10, GRAYSCALE, 0, nearest neighbor, 15, 0.511333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 10.000000, 0.661333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 1.000000, 0.666667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.100000, 0.626667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.010000, 0.638667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.001000, 0.654000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000100, 0.664000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000010, 0.657333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000110, 0.650000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000010, 0.642000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000020, 0.644667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000030, 0.654667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000040, 0.645333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, support vector machine, 0.000050, 0.666000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 1, 0.538667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 2, 0.501333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 3, 0.535333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 4, 0.546667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 5, 0.544667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 6, 0.549333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 7, 0.546667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 8, 0.548667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 9, 0.552000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 10, 0.548667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 11, 0.546667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 12, 0.549333 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 13, 0.548667 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 14, 0.552000 
spatial pyramid, 100, 2, 5, 10, RGB, 0, nearest neighbor, 15, 0.550000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 10.000000, 0.662667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 1.000000, 0.669333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.100000, 0.661333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.010000, 0.664667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.001000, 0.674667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000100, 0.651333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000010, 0.668000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000110, 0.656000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000010, 0.664000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000020, 0.668667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000030, 0.667333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000040, 0.667333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, support vector machine, 0.000050, 0.654000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 1, 0.541333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 2, 0.516000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 3, 0.532000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 4, 0.527333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 5, 0.544667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 6, 0.542000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 7, 0.544667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 8, 0.550000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 9, 0.549333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 10, 0.550667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 11, 0.542667 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 12, 0.548000 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 13, 0.557333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 14, 0.553333 
spatial pyramid, 200, 2, 5, 10, RGB, 0, nearest neighbor, 15, 0.555333 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 10.000000, 0.677333 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 1.000000, 0.682667 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.100000, 0.680000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.010000, 0.680000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.001000, 0.678000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000100, 0.676000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000010, 0.679333 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000110, 0.674000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000010, 0.680667 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000020, 0.676000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000030, 0.682000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000040, 0.676000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, support vector machine, 0.000050, 0.674000 
spatial pyramid, 400, 2, 5, 10, RGB, 0, nearest neighbor, 1, 0.536667 
spatial pyramid, 400, 2, 5, 10, RGB, 0, nearest neighbor, 2, 0.528000 
